identifier,mean_plddt,mean_pae,pae_prot,pae_inter
ackr4_human___1790,0.6933867931365967,13.180521011352539,13.180521011352539,
calcr_human___687,0.646750271320343,15.576628684997559,15.576628684997559,
lgr4_human___1157,0.6020063161849976,19.081268310546875,19.081268310546875,
ssr2_human___1643,0.6699644923210144,14.648489952087402,14.648489952087402,
fpr2_human___3542,0.7215816378593445,13.41329288482666,13.41329288482666,
nk2r_human___771,0.6801503896713257,15.891729354858398,15.891729354858398,
c3ar_human___3700,0.5038677453994751,23.06884765625,23.06884765625,
ox2r_human___1479,0.6587936878204346,15.501852989196777,15.501852989196777,
vipr1_human___1504,0.661394476890564,14.254209518432617,14.254209518432617,
cml2_human___1681,0.6871736645698547,12.766266822814941,12.766266822814941,
gp107_human___2019,0.5758287310600281,17.61003303527832,17.61003303527832,
v1br_human___1643,0.6088705658912659,17.367639541625977,17.367639541625977,
g37l1_human___1157,0.6011354923248291,17.01393699645996,17.01393699645996,
pkr1_human___3570,0.6685327887535095,18.89578628540039,18.89578628540039,
ccr7_human___1579,0.7148387432098389,11.972232818603516,11.972232818603516,
oprx_human___1643,0.6661517024040222,14.886528968811035,14.886528968811035,
mshr_human___574,0.6894007921218872,14.700536727905273,14.700536727905273,
ssr1_human___1157,0.631777286529541,14.956721305847168,14.956721305847168,
c3ar_human___1470,0.5434821248054504,19.158733367919922,19.158733367919922,
nmur1_human___1470,0.6418079137802124,13.973183631896973,13.973183631896973,
kissr_human___1283,0.6386107802391052,13.990350723266602,13.990350723266602,
hrh4_human___3645,0.6239397525787354,18.28830909729004,18.28830909729004,
nmur2_human___1047,0.6466860175132751,14.639585494995117,14.639585494995117,
pth2r_human___3542,0.5909477472305298,17.683874130249023,17.683874130249023,
nmur1_human___2089,0.6690449118614197,13.484868049621582,13.484868049621582,
rl3r1_human___3548,0.614578127861023,22.590654373168945,22.590654373168945,
npy1r_human___1298,0.6629816293716431,14.16456413269043,14.16456413269043,
xcr1_human___5336,0.6977111101150513,12.884902000427246,12.884902000427246,
calcr_human___798,0.6637635827064514,16.699378967285156,16.699378967285156,
hrh4_human___1099,0.6434690356254578,15.876005172729492,15.876005172729492,
ccr10_human___810,0.6643684506416321,13.311952590942383,13.311952590942383,
npff2_human___3735,0.5841925740242004,19.56481170654297,19.56481170654297,
acthr_human___3633,0.6977996230125427,12.050905227661133,12.050905227661133,
cml2_human___681,0.6665784120559692,14.26322078704834,14.26322078704834,
grpr_human___3700,0.5898002982139587,21.59221076965332,21.59221076965332,
qrfpr_human___3570,0.6788577437400818,20.645933151245117,20.645933151245117,
lgr6_human___613,0.5908812284469604,19.205974578857422,19.205974578857422,
trfr_human___1490,0.6598774790763855,15.69372272491455,15.69372272491455,
sctr_human___817,0.6390209794044495,18.445524215698242,18.445524215698242,
npbw1_human___1623,0.7265962362289429,9.184486389160156,9.184486389160156,
fpr2_human___574,0.676482617855072,14.468738555908203,14.468738555908203,
gpr75_human___6067,0.5062086582183838,22.009706497192383,22.009706497192383,
ccr2_human___1047,0.6540305018424988,14.418071746826172,14.418071746826172,
galr2_human___5654,0.6532407999038696,15.090660095214844,15.090660095214844,
sctr_human___3570,0.7112290263175964,19.772380828857422,19.772380828857422,
bkrb1_human___1681,0.700226902961731,11.546354293823242,11.546354293823242,
ccr1_human___754,0.685504138469696,12.233628273010254,12.233628273010254,
fpr2_human___3935,0.7149511575698853,11.537137985229492,11.537137985229492,
cml1_human___3700,0.6139048933982849,21.302522659301758,21.302522659301758,
mtlr_human___2098,0.646596372127533,14.28538703918457,14.28538703918457,
npbw1_human___1495,0.716356098651886,9.527228355407715,9.527228355407715,
nk2r_human___1514,0.6931689381599426,14.86916446685791,14.86916446685791,
mc5r_human___574,0.6839414238929749,14.753894805908203,14.753894805908203,
calrl_human___3643,0.6788202524185181,14.711236953735352,14.711236953735352,
c5ar1_human___5895,0.6868466138839722,13.307641983032227,13.307641983032227,
v2r_human___3640,0.6619200110435486,15.977877616882324,15.977877616882324,
gpr37_human___612,0.49903517961502075,22.35549545288086,22.35549545288086,
npy4r_human___2090,0.6823593974113464,13.415966033935547,13.415966033935547,
npy4r_human___1136,0.6837272644042969,15.316617012023926,15.316617012023926,
trfr_human___1699,0.637712299823761,15.969125747680664,15.969125747680664,
mrgx1_human___1579,0.6826775670051575,12.951001167297363,12.951001167297363,
vipr2_human___1790,0.6855884790420532,13.355474472045898,13.355474472045898,
mc4r_human___1997,0.668059766292572,13.461383819580078,13.461383819580078,
ccr2_human___776,0.6491856575012207,16.942852020263672,16.942852020263672,
ednra_human___989,0.6408513188362122,14.252071380615234,14.252071380615234,
cxcr2_human___758,0.6963701248168945,12.25812816619873,12.25812816619873,
mc3r_human___1579,0.7036339044570923,11.002262115478516,11.002262115478516,
qrfpr_human___1140,0.6730338931083679,16.179378509521484,16.179378509521484,
ackr2_human___754,0.6422768831253052,15.092101097106934,15.092101097106934,
gpr75_human___5895,0.49976691603660583,22.1962890625,22.1962890625,
npy2r_human___2156,0.6928108930587769,13.203435897827148,13.203435897827148,
crfr2_human___3594,0.6019291877746582,16.881183624267578,16.881183624267578,
cckar_human___573,0.6373071074485779,18.004138946533203,18.004138946533203,
gpr39_human___1470,0.6091828942298889,16.75739288330078,16.75739288330078,
ssr1_human___1623,0.6540194153785706,14.40431022644043,14.40431022644043,
ssr1_human___1643,0.6325522661209106,16.457229614257812,16.457229614257812,
v1ar_human___3645,0.5925512909889221,17.77910614013672,17.77910614013672,
mchr1_human___1681,0.6107568740844727,15.745771408081055,15.745771408081055,
calrl_human___1470,0.6740400195121765,13.953600883483887,13.953600883483887,
crfr1_human___1470,0.67010098695755,15.470806121826172,15.470806121826172,
pkr2_human___613,0.664876401424408,12.508793830871582,12.508793830871582,
vipr1_human___2156,0.6923840641975403,14.217106819152832,14.217106819152832,
ssr2_human___2019,0.6772903800010681,13.261540412902832,13.261540412902832,
lgr4_human___2098,0.5996524095535278,18.8066349029541,18.8066349029541,
pkr2_human___5654,0.6823269128799438,12.862410545349121,12.862410545349121,
oprk_human___1157,0.6513062119483948,13.891204833984375,13.891204833984375,
oprk_human___3700,0.5885130763053894,21.568233489990234,21.568233489990234,
ur2r_human___613,0.6261698603630066,15.444748878479004,15.444748878479004,
acthr_human___574,0.6787168383598328,14.435807228088379,14.435807228088379,
ccr8_human___812,0.6899018883705139,12.321185111999512,12.321185111999512,
grpr_human___3592,0.6349926590919495,15.08298110961914,15.08298110961914,
v2r_human___3700,0.5932130813598633,21.7463321685791,21.7463321685791,
ssr2_human___687,0.663140594959259,15.069037437438965,15.069037437438965,
ccr4_human___3542,0.693174421787262,14.63164234161377,14.63164234161377,
ccr6_human___4358,0.6650458574295044,13.34949779510498,13.34949779510498,
ntr1_human___1458,0.6629782915115356,14.955361366271973,14.955361366271973,
ccr4_human___821,0.7071242332458496,11.932934761047363,11.932934761047363,
pkr1_human___613,0.6679245829582214,12.95635986328125,12.95635986328125,
bkrb1_human___2945,0.6792609095573425,16.617197036743164,16.617197036743164,
ccr3_human___1136,0.7099413871765137,12.762680053710938,12.762680053710938,
npy5r_human___1997,0.6020838618278503,17.511062622070312,17.511062622070312,
ssr2_human___2270,0.6727698445320129,15.411574363708496,15.411574363708496,
ox1r_human___5654,0.6667950749397278,14.781394958496094,14.781394958496094,
cckar_human___921,0.6549624800682068,16.983407974243164,16.983407974243164,
cx3c1_human___808,0.6398428678512573,16.232696533203125,16.232696533203125,
ur2r_human___1320,0.6129218935966492,15.572677612304688,15.572677612304688,
acthr_human___1333,0.7338613271713257,8.698372840881348,8.698372840881348,
cckar_human___1298,0.6452081203460693,15.403070449829102,15.403070449829102,
ccr7_human___1136,0.6957278251647949,13.848278999328613,13.848278999328613,
nmur2_human___771,0.6506913304328918,16.48813819885254,16.48813819885254,
fpr2_human___1140,0.7074383497238159,13.4071683883667,13.4071683883667,
gnrhr_human___1152,0.6829566359519958,11.687887191772461,11.687887191772461,
ox1r_human___612,0.6714197993278503,15.039837837219238,15.039837837219238,
rl3r1_human___808,0.5877224802970886,18.736061096191406,18.736061096191406,
crfr2_human___1140,0.6804033517837524,14.960943222045898,14.960943222045898,
npsr1_human___1470,0.6567381024360657,13.963747024536133,13.963747024536133,
rl3r1_human___1004,0.6059625744819641,16.42157745361328,16.42157745361328,
ssr5_human___1152,0.6649903059005737,14.998698234558105,14.998698234558105,
npy2r_human___1871,0.6906784772872925,14.206612586975098,14.206612586975098,
ednra_human___921,0.6578560471534729,15.367921829223633,15.367921829223633,
ox1r_human___1699,0.6584597229957581,15.480676651000977,15.480676651000977,
agtr1_human___8526,0.720429003238678,11.504796981811523,11.504796981811523,
ccr8_human___808,0.6797239780426025,16.266122817993164,16.266122817993164,
ccr4_human___754,0.6853411197662354,12.84653377532959,12.84653377532959,
mtlr_human___1579,0.5880082845687866,14.679890632629395,14.679890632629395,
cxcr4_human___798,0.6961103081703186,12.332779884338379,12.332779884338379,
fzd1_human___6067,0.6425947546958923,19.576427459716797,19.576427459716797,
oxyr_human___3646,0.6354634761810303,17.108051300048828,17.108051300048828,
ccr5_human___3643,0.7304919958114624,11.923751831054688,11.923751831054688,
bkrb1_human___3700,0.6230418086051941,20.507049560546875,20.507049560546875,
ccr7_human___758,0.7102282643318176,11.976300239562988,11.976300239562988,
ssr3_human___5654,0.615079402923584,16.3464298248291,16.3464298248291,
mrgx1_human___1504,0.6621025204658508,13.774052619934082,13.774052619934082,
prlhr_human___3548,0.6709124445915222,21.02360725402832,21.02360725402832,
cxcr5_human___808,0.6420904994010925,16.540006637573242,16.540006637573242,
acthr_human___1157,0.722292959690094,9.026901245117188,9.026901245117188,
apj_human___3548,0.6511150598526001,21.095766067504883,21.095766067504883,
npy4r_human___1283,0.6894402503967285,13.17722225189209,13.17722225189209,
npbw2_human___3700,0.6276265382766724,20.526323318481445,20.526323318481445,
npbw1_human___1152,0.6989802122116089,11.97166633605957,11.97166633605957,
ccr5_human___798,0.726696789264679,10.984580993652344,10.984580993652344,
cml2_human___1136,0.6727623343467712,13.877171516418457,13.877171516418457,
ghsr_human___1458,0.6942355036735535,11.90317153930664,11.90317153930664,
fpr3_human___758,0.705452024936676,14.804851531982422,14.804851531982422,
nmbr_human___613,0.6859776377677917,13.14425277709961,13.14425277709961,
mrgx2_human___2945,0.6326788067817688,18.004043579101562,18.004043579101562,
apj_human___8526,0.6594465374946594,13.540003776550293,13.540003776550293,
gpr39_human___1699,0.6197041869163513,16.7049617767334,16.7049617767334,
c5ar2_human___5654,0.6561068296432495,12.45245361328125,12.45245361328125,
ntr1_human___2270,0.6531111598014832,15.897521018981934,15.897521018981934,
ccr8_human___3606,0.6871113777160645,13.180543899536133,13.180543899536133,
gnrhr_human___3643,0.6809413433074951,11.214123725891113,11.214123725891113,
bkrb2_human___644,0.6952260136604309,13.653602600097656,13.653602600097656,
galr1_human___3592,0.676401674747467,12.834329605102539,12.834329605102539,
mc3r_human___2090,0.7028600573539734,10.7450590133667,10.7450590133667,
agtr1_human___644,0.7025032043457031,11.690963745117188,11.690963745117188,
par4_human___2019,0.704230546951294,11.694314002990723,11.694314002990723,
xcr1_human___856,0.4978363513946533,25.133853912353516,25.133853912353516,
ssr4_human___11417,0.6293960809707642,15.141261100769043,15.141261100769043,
mtlr_human___687,0.6215159893035889,16.324504852294922,16.324504852294922,
npff1_human___1790,0.6394991278648376,16.506147384643555,16.506147384643555,
apj_human___1504,0.6565999984741211,13.716140747070312,13.716140747070312,
galr3_human___1136,0.6481910347938538,15.0082368850708,15.0082368850708,
oxyr_human___3594,0.6108313202857971,16.64727210998535,16.64727210998535,
lgr4_human___1298,0.6025079488754272,18.984474182128906,18.984474182128906,
c3ar_human___1495,0.5541802048683167,19.10243034362793,19.10243034362793,
ackr4_human___798,0.7009748220443726,12.288458824157715,12.288458824157715,
ssr4_human___2019,0.6403773427009583,15.126462936401367,15.126462936401367,
cxcr2_human___5895,0.682389497756958,13.778325080871582,13.778325080871582,
oprm_human___2019,0.6254267692565918,14.944178581237793,14.944178581237793,
vipr2_human___3542,0.6620433926582336,13.650869369506836,13.650869369506836,
vipr2_human___2156,0.6448277831077576,13.803258895874023,13.803258895874023,
bkrb2_human___646,0.6853259801864624,13.406096458435059,13.406096458435059,
oprd_human___921,0.6824882626533508,14.864840507507324,14.864840507507324,
glp2r_human___808,0.5985859632492065,20.330862045288086,20.330862045288086,
pth2r_human___1140,0.6131224036216736,17.14393424987793,17.14393424987793,
c3ar_human___3640,0.5558642745018005,21.08003044128418,21.08003044128418,
ackr4_human___758,0.7050703763961792,12.023916244506836,12.023916244506836,
vipr1_human___1790,0.5539873838424683,14.130157470703125,14.130157470703125,
cxcr6_human___808,0.7011581063270569,15.352998733520508,15.352998733520508,
hrh4_human___1681,0.656051754951477,15.130038261413574,15.130038261413574,
pth2r_human___1790,0.6206254363059998,17.0393123626709,17.0393123626709,
pkr2_human___1458,0.6673612594604492,13.566621780395508,13.566621780395508,
c5ar2_human___1099,0.6865865588188171,12.733879089355469,12.733879089355469,
acthr_human___3606,0.7085992097854614,9.877930641174316,9.877930641174316,
galr3_human___1162,0.6705813407897949,13.616805076599121,13.616805076599121,
bkrb1_human___1136,0.6953387260437012,13.180251121520996,13.180251121520996,
nk3r_human___5654,0.63611900806427,16.637191772460938,16.637191772460938,
mc4r_human___2090,0.6846291422843933,11.403372764587402,11.403372764587402,
prlhr_human___1871,0.6762064695358276,12.748680114746094,12.748680114746094,
g37l1_human___681,0.5987740159034729,18.205814361572266,18.205814361572266,
npsr1_human___1157,0.6730256080627441,13.344005584716797,13.344005584716797,
ssr2_human___1997,0.678520917892456,13.9241304397583,13.9241304397583,
fpr3_human___3542,0.7010125517845154,13.509709358215332,13.509709358215332,
fpr3_human___574,0.690247118473053,14.640153884887695,14.640153884887695,
par4_human___1997,0.7012823224067688,12.968099594116211,12.968099594116211,
oprx_human___1623,0.7175676822662354,12.525079727172852,12.525079727172852,
fzd2_human___3735,0.7085807919502258,17.259052276611328,17.259052276611328,
ghsr_human___2270,0.6919649243354797,14.695141792297363,14.695141792297363,
gpr75_human___1504,0.5088989734649658,22.423322677612305,22.423322677612305,
ackr4_human___5654,0.7004599571228027,12.322880744934082,12.322880744934082,
cxcr5_human___1458,0.6823652982711792,13.566162109375,13.566162109375,
agtr2_human___1152,0.6835381984710693,13.550820350646973,13.550820350646973,
npy2r_human___1504,0.7017513513565063,13.193934440612793,13.193934440612793,
oprk_human___3542,0.6498948931694031,15.89290714263916,15.89290714263916,
pth2r_human___3643,0.5886778235435486,17.993053436279297,17.993053436279297,
fpr1_human___4058,0.698634684085846,11.482328414916992,11.482328414916992,
hrh4_human___644,0.6565449237823486,14.694297790527344,14.694297790527344,
cxcr6_human___821,0.7024012207984924,14.600927352905273,14.600927352905273,
crfr2_human___1790,0.678006649017334,16.712671279907227,16.712671279907227,
cxcr3_human___819,0.6799997687339783,13.137548446655273,13.137548446655273,
oprx_human___1790,0.6801663637161255,14.286041259765625,14.286041259765625,
vipr1_human___1136,0.6755690574645996,13.707908630371094,13.707908630371094,
gpr75_human___758,0.4990944564342499,22.81477165222168,22.81477165222168,
cxcr2_human___1579,0.7010378837585449,12.83973217010498,12.83973217010498,
ackr4_human___613,0.7021018862724304,11.875038146972656,11.875038146972656,
mchr1_human___3548,0.639194667339325,22.133134841918945,22.133134841918945,
oprm_human___1157,0.6505457162857056,14.365666389465332,14.365666389465332,
rl3r1_human___687,0.6204456686973572,17.318700790405273,17.318700790405273,
cml1_human___5654,0.6864649057388306,13.499509811401367,13.499509811401367,
ccr10_human___808,0.6445133090019226,14.362049102783203,14.362049102783203,
ghsr_human___1099,0.7039608955383301,12.46933650970459,12.46933650970459,
bkrb1_human___582,0.7132336497306824,10.968088150024414,10.968088150024414,
gp107_human___4058,0.5663134455680847,18.00769805908203,18.00769805908203,
mshr_human___1152,0.6693950891494751,12.00910472869873,12.00910472869873,
vipr2_human___808,0.6770341992378235,16.540695190429688,16.540695190429688,
oprk_human___1643,0.640796959400177,15.372114181518555,15.372114181518555,
pkr2_human___1790,0.6666558384895325,14.867226600646973,14.867226600646973,
npy5r_human___2168,0.6169979572296143,16.667348861694336,16.667348861694336,
gp107_human___1320,0.5834628939628601,17.344833374023438,17.344833374023438,
ackr3_human___989,0.6864767670631409,12.660906791687012,12.660906791687012,
cxcr2_human___2945,0.6785361170768738,15.104690551757812,15.104690551757812,
ghrhr_human___644,0.7108880877494812,12.36199951171875,12.36199951171875,
npy1r_human___1504,0.6992306113243103,12.922446250915527,12.922446250915527,
gpr37_human___758,0.503140926361084,23.14513397216797,23.14513397216797,
cml1_human___1157,0.6786291599273682,13.080073356628418,13.080073356628418,
fshr_human___2019,0.670978307723999,15.431692123413086,15.431692123413086,
mc4r_human___1140,0.6811222434043884,13.605158805847168,13.605158805847168,
cml2_human___1643,0.6732437610626221,14.094016075134277,14.094016075134277,
ccr3_human___855,0.5932166576385498,19.56430435180664,19.56430435180664,
ackr3_human___2089,0.7042089700698853,11.8666353225708,11.8666353225708,
cml1_human___687,0.6617498397827148,15.348934173583984,15.348934173583984,
ednrb_human___3542,0.644511342048645,16.07993507385254,16.07993507385254,
cxcr4_human___2168,0.6947728991508484,12.222372055053711,12.222372055053711,
ccr1_human___1790,0.7103666067123413,13.217350959777832,13.217350959777832,
ccr6_human___2257,0.686505138874054,13.552075386047363,13.552075386047363,
mc3r_human___681,0.6725303530693054,12.678057670593262,12.678057670593262,
mc3r_human___574,0.6801866292953491,15.361485481262207,15.361485481262207,
cxcr1_human___808,0.7069465517997742,11.721441268920898,11.721441268920898,
ccr8_human___1514,0.7002816200256348,13.565357208251953,13.565357208251953,
mtlr_human___1623,0.6460714340209961,14.286206245422363,14.286206245422363,
pkr1_human___1681,0.6623930335044861,13.575762748718262,13.575762748718262,
